variable	Hazard_Ratio
CACNG7	1.43
CCDC73	0.79
CENPN	1.27
DHRS12	0.79
EGFL8	1.27
EPPK1	0.79
FOXN4	1.27
FRMD6	1.27
GLTP	1.27
HNRNPLL	1.27
HYAL2	1.27
IPP	0.79
KLHDC7B	0.79
LETM1	0.79
MARCHF4	1.27
MIA3	0.79
NFAM1	0.79
PCDHB9	1.27
POMT1	0.79
RBMS3	1.27
RGS7	0.79
RNF123	0.79
SCGB2A1	0.67
SLC6A5	1.32
SOX5	1.27
SUGP2	0.79
TMEM131L	0.79
TMEM87A	1.27
TNFRSF25	0.79
TTC32	1.27
UBQLN2	0.79
YIPF2	1.27
ZNF720	0.79
ZNF750	1.27
ZSCAN5C	1.55
ADAMTSL2	0.79
ANKHD1	0.79
ANKRD30B	1.27
ATP23	1.27
BBOX1	1.27
BCAS4	0.79
CD163	0.79
CRTC1	0.79
CTCFL	1.27
GULP1	1.27
H1.2	0.79
HAUS5	1.27
IGFL1	1.36
IL34	0.79
KCNH3	0.79
MTX2	1.27
NANOS3	1.27
NFASC	0.79
PDF	1.27
PITPNM1	0.79
PTBP3	0.79
RCE1	1.27
SLITRK2	1.27
SNRNP40	1.27
SRPX2	0.79
TACC1	0.79
TMEM115	1.27
TMEM26	1.27
UQCRFS1	1.27
ZCCHC4	1.27
ZNF329	1.27
ABCA10	0.79
ACOT6	1.3
ADAMTS10	0.79
ANO3	1.27
AP1G2	0.79
APPL1	0.79
ARMCX1	1.27
BABAM2	0.79
BLVRA	0.79
CACNB3	1.27
CDK5R1	1.27
CFAP298.TCP10L	1.27
CLIC1	1.27
DCTN3	1.27
DNAI1	1.27
FAM71A	0.78
KLHL38	1.27
LASP1	1.27
MAIP1	1.27
MAT2B	1.27
MRPL49	1.27
MTA3	1.27
MUL1	1.27
PITRM1	0.79
PSPN	1.27
SIGLEC12	0.79
SMIM17	1.27
SSBP2	1.27
STK24	1.27
STON1	1.27
TAC4	1.29
TFR2	0.79
TIMM17A	1.27
TMEM38A	1.27
TRPC7	1.43
TSPAN5	1.27
UBL7	1.27
ZIC2	1.27
ZNF444	1.27
AMDHD2	1.27
ERAL1	1.27
GNAS	1.27
KCNJ1	0.79
LCE2A	1.27
MAGEA9B	1.27
MMAB	0.79
MSANTD2	1.27
MSMO1	1.27
NFYB	1.27
PURA	1.27
RPLP2	1.27
TLN2	0.79
VPS13C	0.79
AC008575.1	0.79
AC020909.1	0.77
ACACB	0.79
ACSL3	1.26
ACTL8	1.27
ADGRF3	0.79
ADRB1	1.26
AEBP2	1.26
AFF3	1.26
AKR1B1	0.79
ANG	0.79
ANGPT1	1.26
ANKRD39	1.26
AP000356.5	1.27
AP1B1	0.79
ARHGEF1	0.79
ARID1B	0.79
ARMC12	1.26
ASB6	1.27
ASCC1	0.79
ATP5MD	1.26
ATP8B2	1.26
AURKB	1.26
BEX5	0.79
BHMT2	0.79
BOK	1.26
BTBD18	1.32
BTNL2	0.7
C12orf50	1.26
C16orf95	1.26
C2	0.79
C2orf83	1.39
C3orf38	0.79
CACNA1C	0.79
CCDC85A	0.79
CCL15	1.29
CCNB3	0.79
CDC42EP4	1.27
CENPC	0.79
CFHR2	1.35
CGREF1	1.26
CHID1	1.26
CHRND	1.26
CLDN1	1.26
CNNM2	0.79
COX11	1.26
CRBN	0.79
CSTA	0.79
CTAGE15	0.79
CTAGE4	0.79
CTR9	0.79
CTSA	0.79
CYB5R1	1.26
CYP2F1	1.35
CYREN	1.26
DACH2	1.27
DCLK1	0.79
DCLRE1C	0.79
DGCR2	1.26
DHX16	0.79
DIXDC1	1.26
DLX5	1.26
DMTF1	0.79
DNAH7	0.79
DNAJB5	0.79
DPH7	1.26
DUS1L	1.26
DUSP1	0.79
ECI1	1.26
ECT2L	0.79
EFS	1.26
EIF4EBP2	1.26
EMP3	0.79
ERFE	1.26
EWSR1	0.79
F9	1.38
FAM177B	0.79
FAM214B	1.27
FAM220A	1.26
FAM53C	1.26
FBXO16	1.26
FKBP7	1.26
FNTB	1.26
FOXD1	1.26
FOXP4	1.26
FRZB	0.79
FSCN3	0.79
GHSR	1.42
GNB1	1.26
GNGT2	0.79
GPR155	0.79
GPR37L1	1.26
GSDMD	1.27
GTF3C5	1.26
H2BC13	0.79
HACD2	1.26
HAUS1	1.27
HEY1	1.26
HGSNAT	1.26
HNRNPUL2.BSCL2	0.79
HPN	1.26
HTR1A	1.41
HTR1B	0.79
ILDR2	1.26
ING4	1.26
ITGBL1	0.79
ITLN2	0.79
ITPRID1	1.26
KALRN	0.79
KCNT1	0.79
KCTD14	1.26
KIF7	1.26
KLC1	0.79
KXD1	1.26
LACTB2	1.27
LAMB2	0.79
LANCL1	1.27
LARP4	1.26
LGALS1	1.26
LGALS7B	1.26
LMF1	0.79
LMF2	1.26
LRRC1	1.26
LRRC73	1.26
LRWD1	1.26
LSM8	1.27
LVRN	0.79
MAL	0.79
MAP4K2	1.26
MPPED2	1.26
MRPL12	1.27
MRPS18A	1.26
MRPS28	1.26
MS4A14	0.79
MSLN	0.79
MTERF4	0.79
MXRA7	1.27
NANP	1.26
NBPF20	0.79
NCAN	1.26
NDUFC2	1.26
NEDD8	1.26
NKX6.3	0.68
NME8	0.79
NOMO2	0.79
NOX5	1.27
NUDCD2	1.26
NUDT17	1.27
NUP88	1.26
NXPH2	1.27
OCLN	1.27
ODAPH	0.79
OGA	0.79
OR2T2	0.79
OR51B4	0.79
OR52N1	0.79
OR6J1	0.77
OST4	1.27
P3H3	1.26
PDYN	1.34
PEBP1	1.26
PIK3R1	0.79
PIN1	1.26
PKD1L3	0.79
PLOD3	1.26
PPCDC	1.27
PPIAL4C	0.79
PPID	1.26
PPOX	0.79
PPP1R8	1.26
PREX2	0.79
PRR4	1.26
PSG8	1.33
PSMD10	1.26
PSMD13	1.26
PSTPIP2	0.79
PTBP1	1.26
RACK1	1.27
RAD50	0.79
RALB	1.26
RBBP9	1.26
RBM47	0.79
RBM4B	1.26
RCC1	1.26
REEP2	1.26
REG1B	0.48
RELCH	0.79
RNASE2	1.26
RNF41	1.26
RPL17	1.26
RPS15A	1.26
S100B	1.27
S1PR1	0.79
S1PR4	0.79
SEC22B	1.26
SERP1	1.26
SETD6	1.26
SF3A3	0.79
SFR1	1.26
SGF29	0.79
SH2D3A	0.79
SH2D4B	0.79
SHF	1.26
SHMT1	1.26
SKA2	1.27
SLC24A4	0.79
SLC25A14	1.26
SLC25A46	1.26
SLC35A4	1.26
SLC35C2	1.27
SLC39A1	1.27
SMAD5	1.26
STC1	1.27
STK35	1.26
STOML2	1.26
SYNGR2	0.79
SYPL1	1.26
TACSTD2	0.79
TAF7L	1.26
TAX1BP1	1.26
TBX15	0.79
TCFL5	1.26
TENT2	0.79
TESK2	0.79
TFAP4	1.26
TIGIT	0.79
TKTL1	1.26
TM6SF2	1.26
TMED5	1.26
TMEM147	1.26
TMEM241	1.26
TMEM8B	1.27
TMX2	1.26
TOP3A	1.26
TRAPPC13	1.26
TRAPPC2	1.27
TRMT112	1.26
TSFM	1.26
TSR3	1.26
TTC1	1.26
TTPAL	1.26
TXN2	1.26
U2AF1L5	1.26
UBL5	1.27
UBTD2	1.26
ULK3	1.26
UMAD1	1.27
UPRT	1.27
VASP	0.79
VDR	0.79
WT1	0.79
XPA	0.79
YWHAH	1.26
ZBTB33	1.27
ZC2HC1B	0.71
ZCRB1	1.27
ZDHHC1	1.26
ZDHHC17	1.27
ZNF23	1.27
ZNF343	1.26
ZNF526	0.79
ZNF558	1.26
ZNF692	1.26
ZNF804A	0.79
ZXDA	0.79
AATF	0.8
ABCC6	0.8
ABHD13	1.26
AC009070.1	1.27
AC090227.2	1.35
ACBD4	0.8
ACOX1	0.8
ACSM6	0.78
ACTR3	0.8
ADAM21	1.25
ADAM23	1.25
ADAT2	0.8
ADGRG2	0.8
ADGRG4	0.8
AGMO	1.25
AKAIN1	0.66
AKAP8	0.8
AMPD3	0.8
AMPH	0.8
AMY2A	0.8
ANKRD34C	0.78
ANKRD66	0.67
ANO10	0.8
AP1G1	0.8
ARF5	1.25
ARFGEF1	1.26
ARRDC1	0.8
ASH2L	1.26
ATP6V1E2	1.25
B9D2	1.25
BCR	0.8
BLM	0.8
BOLA3	1.26
BPIFA1	0.51
BPIFC	1.26
C3orf18	0.8
C4orf3	1.25
C6orf226	1.25
C8orf89	1.25
CACNA1H	0.8
CALCA	1.3
CAPN15	0.8
CAPN7	0.8
CAST	0.8
CAV1	1.26
CBWD2	0.8
CCBE1	0.8
CCDC9	0.8
CCDC91	0.8
CCNF	1.25
CD200	1.25
CD248	0.8
CEACAM19	1.26
CEMIP	0.8
CHRM1	1.25
CIBAR2	0.79
CIDEC	0.8
CMYA5	0.8
CNTF	0.8
CPNE7	0.8
CPNE8	1.25
CREB1	1.25
CREBRF	0.8
CSMD2	0.8
CTPS1	0.8
CTSV	1.26
CUZD1	0.8
CYB561A3	0.8
CYP20A1	0.8
DCAF1	0.8
DDIT4L	1.26
DDN	1.25
DDX25	1.26
DDX47	1.25
DDX58	0.8
DHRS1	0.8
DNAH5	0.8
DNAI2	0.8
DPM2	1.25
DRD3	0.72
DSP	0.8
DYNLRB2	0.8
EDC3	1.26
EFCAB13	1.25
EHMT1	0.8
EIF1B	1.26
ENOX2	1.25
ENPP7	0.79
ERFL	0.8
ERP27	0.8
EXOC7	1.26
F12	1.26
FAM104A	1.26
FAM135A	0.8
FAM214A	0.8
FAM98A	1.26
FCRLA	0.8
FERMT2	1.25
FKBP4	1.25
FRMD4B	0.8
FRY	0.8
FUT6	0.79
FZD10	0.8
GAS2L3	1.26
GBF1	0.8
GIPC1	1.26
GJA5	0.8
GLG1	0.8
GLT8D2	0.8
GMEB2	1.25
GNG12	1.25
GOLIM4	0.8
GPT2	1.26
GPX2	1.25
GRIN2D	1.25
H2BC11	0.8
H4C11	0.8
HCK	0.8
HCN1	1.25
HDAC2	1.25
HIC1	0.8
HIGD2A	1.25
HLA.DOA	0.8
HRH4	0.8
HSF1	1.25
HYPK	0.8
ID4	1.25
IPO7	1.25
ISL1	1.25
ISM1	0.8
ITIH6	1.25
KBTBD11	1.26
KCNJ11	0.8
KCNK17	0.8
KCNV2	1.26
KDM5A	0.8
KLF15	1.25
KLRF1	0.8
LANCL2	1.26
LIPA	0.8
LRRC46	1.25
LRRIQ4	1.25
LST1	0.8
LYAR	1.25
LYNX1	1.25
MAGEB6	1.27
MAOB	0.8
MAP1S	0.8
MED18	1.26
METTL5	1.25
MFAP1	1.25
MICOS10	1.26
MMAA	0.8
MMP24	1.25
MOGS	0.8
MON1A	1.26
MROH7.TTC4	0.8
MRPL4	1.25
MRPL54	1.26
MYBPH	0.8
MYCL	0.8
MYOZ3	1.25
NCR2	0.64
NDUFA4L2	1.25
NDUFB5	1.26
NDUFB8	1.26
NDUFS2	0.8
NEBL	0.8
NES	1.25
NPRL3	1.25
NRARP	1.25
NSMAF	1.26
OR5B21	0.8
OSTM1	1.25
OXTR	1.26
PAK3	0.8
PCDH9	1.26
PCDHGB7	0.8
PDCD4	0.8
PDE1A	0.8
PDE6B	0.8
PDLIM3	0.8
PFN1	1.25
PGLYRP2	1.31
PICK1	0.8
PKHD1	0.8
PLEKHG4B	1.25
PNMA5	0.79
POGK	1.25
POLR3H	1.26
PP2D1	1.31
PRH2	1.26
PRR11	1.25
PRSS23	1.25
PSG7	1.27
PSKH1	1.25
PSMA2	1.25
PTAR1	1.25
PWWP3B	1.26
PYCR3	1.25
R3HDML	1.33
RAB36	1.26
RACGAP1	1.25
RARA	1.25
RBM15	0.8
RECQL	0.8
RFPL3	1.31
RHBDF2	0.8
RHBDL2	1.25
RPE65	0.8
RPL36A	1.25
RPS25	1.26
SAMD13	1.26
SAR1A	1.25
SART1	0.8
SAV1	1.25
SCFD1	0.8
SERPINA7	1.44
SEZ6L2	1.25
SFXN3	1.25
SH2B2	0.8
SHOX2	1.25
SIGLEC10	0.8
SLC25A27	1.26
SLC27A1	1.25
SLC49A4	0.8
SLC5A2	0.8
SLK	0.8
SMYD4	1.25
SPATA17	1.25
SPATA4	0.8
SPHK2	1.25
SPNS2	0.8
TBC1D14	0.8
TBC1D3I	0.77
TBCA	1.25
TBR1	1.25
TCF19	1.25
TCP11L1	0.8
TFDP2	1.25
THSD4	0.8
THSD8	1.26
TMEM233	1.25
TMEM259	1.26
TMEM44	1.26
TNFRSF9	0.8
TNFSF10	0.8
TOM1L2	1.25
TP63	0.8
TPCN1	0.8
TPM1	0.8
UMODL1	0.8
USHBP1	0.8
USP45	1.25
VCPKMT	1.26
VPS13D	0.8
VSIG10L	1.26
VSX1	1.25
WNT9A	0.8
XRCC2	1.26
ZMYM1	0.8
ZNF268	1.26
ZNF287	1.26
ZNF34	1.25
ZNF540	0.8
ZNF576	1.25
ZNF582	1.25
ZNF707	1.26
ZNRF3	1.25
ABCB8	1.24
ABCF1	0.8
ABHD5	0.8
AC000093.1	1.25
AC009133.6	0.8
AC026316.4	0.75
AC068946.2	1.25
AC108488.2	0.8
ACADSB	0.8
ADCYAP1	0.8
ADIPOR1	1.24
AHSG	1.27
ALDH1A3	1.25
ALKBH6	1.25
ANKRD44	0.8
ANKRD9	1.24
ANO7	1.25
APOBEC1	0.4
ARHGAP19.SLIT1	0.8
ARHGAP31	0.8
ARMH3	0.8
ASIC5	1.46
ATF7	1.24
ATP5MPL	1.25
ATP6V1F	1.25
ATP6V1G2	1.25
BATF3	0.8
BFSP1	1.25
BTAF1	0.8
C10orf71	0.76
C7orf25	1.25
CACFD1	1.24
CAMLG	1.25
CASS4	0.8
CD1D	0.8
CD28	0.8
CD59	1.25
CDC37	1.25
CDC7	0.8
CDH8	1.24
CDK7	1.25
CEP19	1.25
CKAP5	0.8
CLEC4D	0.8
CLN6	1.25
CLSTN3	0.8
CNDP1	1.24
COA3	1.25
COBLL1	0.8
COPS3	1.24
COX5A	1.25
CPO	0.8
CPOX	1.24
CSKMT	1.25
CYP3A7	1.25
CYTH2	1.25
DCAKD	1.25
DCTPP1	1.24
DDHD1	0.8
DDX59	1.25
DEPP1	1.25
DLG2	0.8
DNMT3A	1.25
DPY30	1.25
DYDC1	1.4
DYRK1B	1.25
ELOVL5	1.25
ENTPD4	0.8
ERCC6	0.8
ESR1	0.8
FAM184A	0.8
FAM187A	1.25
FAM228A	0.8
FANCD2OS	1.33
FASTKD1	1.25
FBXO5	1.25
FEZ2	1.25
FGD1	1.25
FN3K	0.8
FRMPD3	0.8
GALE	1.24
GALR2	1.25
GFAP	1.24
GIPC2	0.8
GJA9	1.3
GLYATL1	0.8
GON4L	0.8
GPR107	1.25
GPR65	0.8
GRB10	1.25
GRHPR	1.24
GRM2	0.8
GUCA1A	0.8
GUCD1	1.25
GUCY1B1	0.8
HARS2	0.8
HERC6	0.8
HKDC1	1.24
HS6ST3	1.25
ICAM2	0.8
IGFL2	0.8
IGHMBP2	0.8
IGSF8	1.25
ILDR1	0.8
KCNH8	0.8
KCNJ12	1.25
KCTD10	1.25
KCTD13	1.25
KDM1B	1.25
KIAA1328	0.8
KIF5A	0.8
KLF7	0.8
KLHDC8A	1.24
KRTAP5.10	0.75
KTN1	0.8
LARP1	0.8
LCE3E	1.31
LIMS3	1.25
LIPG	0.8
LIPK	1.28
LOXL3	1.25
LRRC34	1.24
MAMDC4	1.25
MANSC1	1.25
MAP2K1	0.8
MED29	1.25
METAP1	1.25
METTL21A	1.24
METTL23	1.25
METTL8	1.25
MMP7	0.8
MPC1	1.25
MRPS21	1.25
MS4A8	1.26
MTCH1	1.25
NCR3LG1	1.25
NDUFB7	1.24
NDUFS5	1.25
NELFCD	1.25
NEU1	1.25
NFATC2	0.8
NIPA2	1.25
NKPD1	1.25
NLGN4Y	0.8
NQO1	1.24
NSMCE1	1.25
NUTM2D	0.8
NWD1	0.8
OR14J1	1.41
PABPC4L	1.25
PCDHGC3	1.25
PDCD5	1.24
PDE12	1.24
PFDN6	1.25
PGLYRP1	1.26
PIGS	1.25
PLA2G2C	1.25
PLAAT3	1.25
PLAU	0.8
PLPP5	1.24
PNPLA5	0.64
PODXL	0.8
POLR3D	1.24
PPP5C	1.25
PRKN	0.8
PRKY	0.8
PRMT5	1.25
PRMT6	1.25
PRPF19	1.24
PRXL2A	1.25
PSMA3	0.8
PSMD1	0.8
QPRT	1.25
QRSL1	0.8
QSOX1	1.25
RAB11FIP1	0.8
RAB13	1.25
RABL2B	1.25
RARS1	1.24
RASL12	1.25
RASSF7	0.8
RBL2	0.8
RBM12	1.25
RDH11	1.24
REC114	1.34
RFXAP	1.25
RHBG	1.25
RNF39	1.25
RP1	0.8
RPAP2	0.8
RPL27	1.25
RPS26	1.25
RRAGD	1.25
RUFY1	0.8
RUVBL2	1.24
SAMD9L	0.8
SAMM50	1.24
SDHA	0.8
SEC14L6	1.24
SEC23IP	0.8
SEC24C	0.8
SEC31B	0.8
SEPTIN9	0.8
SERPINA4	1.31
SERPINA5	1.25
SERPINI2	0.8
SESN3	1.25
SF3B2	0.8
SH2D1B	0.8
SIRPB2	0.8
SKA1	1.24
SLC39A4	1.25
SLCO1B3.SLCO1B7	1.53
SNAPIN	1.24
SOST	1.34
SPATA12	0.8
SPIRE1	1.25
SPRY1	1.25
SPRYD4	1.25
SPTBN4	0.8
SRSF7	1.25
SRXN1	1.24
SSR1	1.24
STARD4	1.24
STX1B	0.8
SUB1	1.24
SULT1A4	0.8
TAF15	0.8
TANC1	0.8
TAS2R42	1.35
TEN1.CDK3	1.24
TENT4B	0.8
TFEC	0.8
TFPT	1.24
TIGAR	1.25
TIMM8B	1.25
TMEM120B	1.24
TMEM19	1.24
TMEM231	1.25
TMEM37	0.8
TOMM40L	1.24
TPT1	1.24
TRAF3	0.8
TREH	1.25
TREX2	0.8
TRIM34	0.8
TRIM49	1.33
TRIO	0.8
TSC2	0.8
TWSG1	1.24
TXNDC2	0.8
VHL	1.25
VKORC1L1	1.25
VWDE	0.8
WDR26	1.25
WDR41	1.25
WDR5B	1.25
ZFP90	1.25
ZFYVE26	0.8
ZNF169	0.8
ZNF703	1.25
ZNF722P	1.33
ZNHIT1	1.24
ZNHIT6	1.25
AC011511.1	1.24
AC012531.3	0.8
AC015688.4	0.8
AC022414.1	0.79
AC107959.5	0.72
ADAM7	1.63
ADD1	0.81
ADH7	1.3
ADIPOR2	1.24
ADSS1	1.24
AEN	1.24
AGFG1	1.24
AKAP5	0.81
AKAP8L	0.8
AL031777.2	1.24
AL928654.3	0.81
ALDH1B1	1.24
ALKBH4	1.24
ALKBH8	1.24
AP000471.1	0.81
AP002990.1	1.24
AP2M1	1.24
APTX	1.24
ARHGAP40	1.24
ASB2	0.81
ATAD2B	0.8
BCL2L2.PABPN1	0.81
BOLA2	1.24
BUB1B	0.81
C12orf65	0.81
C1QL2	0.74
C5orf47	1.27
CA7	1.31
CAPN14	1.24
CAPS2	1.24
CARD9	0.81
CARS2	1.24
CATSPERD	1.24
CAVIN4	1.24
CCDC15	0.81
CCDC71	0.81
CCND1	1.24
CDH26	0.8
CEACAM21	0.81
CFAP54	0.81
CHCHD2	1.24
CHCHD4	1.24
CHST4	0.78
CLPB	1.24
COA4	1.24
COQ7	1.24
CPSF2	0.81
CRMP1	1.24
CROCC2	0.81
CTU1	1.24
CXXC4	1.24
CYBC1	0.81
CYP17A1	1.24
CYP4Z1	0.81
CYTL1	1.24
DDR1	1.24
DERL1	1.24
DHTKD1	0.81
DIPK2A	1.24
DLG1	0.81
DPM3	1.24
DSTN	1.24
DUS4L	1.24
EDEM2	0.81
EGR2	0.81
EID1	1.24
EIF3M	1.24
EMX2	0.81
ESRRG	1.24
FAM199X	1.24
FAM3A	1.24
FBXL12	1.24
FBXL13	1.24
FER	1.24
FIBP	1.24
FNBP1	0.81
FUT11	1.24
GALK2	1.24
GAREM1	1.24
GCLC	0.81
GEMIN7	1.24
GFOD2	1.24
GMEB1	0.81
GNG2	1.24
GPRIN2	0.79
GSR	0.81
H3C10	0.8
HAS1	0.8
HDDC3	1.24
HNRNPUL2	1.24
IDE	0.81
IFI44L	0.81
IFNE	0.8
IMPA2	0.81
INMT	0.81
ITGB4	0.81
KATNBL1	1.24
KCNE5	0.81
KCNK6	0.81
KCNN4	0.81
KCTD12	1.24
KRT13	1.27
LCE2D	1.29
LETM2	1.24
LGI3	1.24
LIN28B	1.24
LIPT1	1.24
LMBR1L	1.24
LRIF1	1.24
LRRC10B	1.24
LRRTM4	1.24
MAGEC1	1.24
MATN2	0.81
MCOLN1	0.81
METTL26	1.24
MFSD6L	0.81
MGME1	1.24
MLNR	1.24
MMP10	1.24
MN1	0.81
MOCS1	1.24
MORC1	0.81
MRPL40	1.24
MRPS23	1.24
MS4A2	0.81
MT.ND6	1.24
MTHFD1	0.81
MYDGF	1.24
MYLK3	1.24
NCBP3	1.24
NCKIPSD	1.24
NEK11	1.24
NOC4L	1.24
NOM1	0.81
NPSR1	0.53
NPTX2	1.24
NRSN2	1.24
NSUN5	1.24
NTMT1	1.24
NUAK2	0.81
NUBP2	1.24
OLIG2	1.24
OR2G2	0.67
OR2M5	1.28
P2RY13	0.81
PCOLCE	1.24
PDE4DIP	0.81
PDXK	1.24
PEG10	1.24
PGRMC2	1.24
PHB2	1.24
PHF21B	0.81
PHYKPL	1.24
PLCB2	0.81
PLGLB1	0.81
PLS1	1.24
POGLUT3	1.24
PPP2R2A	1.24
PPP4R2	1.24
PRKAB2	1.24
PSMB7	1.24
PSTK	1.24
PTGER3	0.81
QRICH2	0.81
RAB11A	1.24
RAD51D	0.81
RASGEF1C	1.24
RBBP4	1.24
RBM22	1.24
RBM26	0.81
RCN3	1.24
RELL1	1.24
REM1	0.81
RHOA	1.24
RHOF	0.81
RNF152	1.24
RPA2	1.24
RPL32	1.24
RPL36	1.24
RPS28	1.24
SAPCD2	1.24
SCAF8	0.8
SCGB1A1	1.49
SCN7A	0.8
SDS	0.81
SERPINB7	1.24
SGPL1	0.81
SHPRH	0.81
SIPA1L1	0.81
SLA	0.81
SLC1A2	0.81
SLC20A1	0.81
SLC25A26	1.24
SLC35B1	1.24
SMARCB1	0.81
SMC3	0.81
SMIM32	1.32
SOSTDC1	1.24
SP8	0.8
SPATA45	0.81
SPEN	0.81
SPIC	0.81
SPRED3	1.24
SPRR2A	1.27
SREK1IP1	1.24
SRPK3	1.24
SSTR1	0.8
ST8SIA3	1.35
STRADB	1.24
SUGP1	0.81
SYCE1	0.81
TBC1D3B	0.81
TBXA2R	1.24
TCERG1	0.81
TENT5D	1.24
THAP10	1.24
THRB	0.81
TMEM106C	1.24
TMEM144	1.24
TMEM174	1.8
TMEM50B	1.24
TRAPPC10	0.81
TRPV1	0.81
TSEN34	1.24
TSPAN19	1.24
TTBK1	0.81
TTC9B	1.24
UBQLN4	1.24
UNC13A	1.24
UPK2	1.24
VLDLR	1.24
VSIG1	0.81
WDR45	1.24
YDJC	1.24
ZFP30	1.24
ZMYND19	1.24
ZNF395	1.24
ZNF441	0.81
ZNF541	1.24
ZNF552	0.81
ZNF592	0.81
ZNF672	0.81
ZNF749	1.24
ZNF805	0.81
ZNF835	0.81
ABHD4	1.23
AC112128.1	0.81
AC131160.1	1.24
ACRV1	1.23
ACTRT1	1.53
ADAM2	1.71
AGAP5	0.81
AGAP6	0.81
AGTRAP	1.24
AK9	0.81
AKAP3	1.23
AL139353.1	0.81
AL713999.1	0.71
ALDOB	1.24
ALK	1.23
ANAPC7	1.23
ANGPTL3	1.25
ANKRD11	0.81
ANKRD27	0.81
ANKS1B	1.23
ARHGEF18	0.81
ARHGEF6	0.81
ARIH1	1.23
ASXL1	0.81
ATG9B	1.23
ATL3	0.81
B3GAT3	1.23
B3GNTL1	1.23
B4GALT6	1.23
BDKRB2	1.23
BOP1	1.23
BRD1	0.81
BX276092.9	0.77
C11orf1	1.23
C12orf4	1.23
C1orf109	1.23
C1orf21	1.23
C1QTNF5	1.23
C20orf203	0.81
CAPN6	0.81
CARD14	1.23
CCDC74A	1.23
CD63	1.23
CEP152	0.81
CFAP206	0.81
CFAP77	1.23
CHMP5	1.24
COLGALT1	0.81
CPSF7	0.81
CRTC3	0.81
CT45A1	1.29
CXorf49B	0.79
CYB5D2	1.23
CYB5R2	1.23
CYB5R4	0.81
CYC1	1.23
DARS2	1.24
DENND11	1.23
DNAJC30	1.23
DPH1	1.23
DR1	1.23
DRICH1	0.81
DTNBP1	0.81
DUSP7	1.23
E2F5	1.23
EDAR	0.81
EFNB1	1.23
EIF1AY	0.81
EIF3I	1.23
EML5	0.81
ENAH	1.24
EP300	0.81
ETV3	1.23
EXOC1	0.81
FAM162A	1.23
FAM171A1	1.23
FAM178B	1.23
FAM207A	1.24
FAM20B	1.23
FAM71D	1.23
FASTK	1.24
FBXO34	0.81
FBXO38	0.81
FCER1G	0.81
FLNC	0.81
FTH1	0.81
GABARAPL2	1.23
GABPB1	1.23
GAL3ST2	0.81
GCSAM	0.81
GGN	1.23
GIMAP6	0.81
GSPT2	1.23
GYS1	1.23
HAVCR1	0.81
HCFC1	0.81
HDAC11	1.24
HECW2	0.81
HEMGN	0.81
HEY2	1.23
HINT1	1.23
HMG20A	1.23
HMGXB3	1.23
HOXD12	1.23
HRG	1.24
HSF2BP	1.23
IFNA5	0.8
IKBKB	0.81
ILKAP	1.23
INO80	0.81
INTS1	0.81
IRAK3	0.81
KAZN	1.23
KCNA6	0.81
KCNG1	1.24
KCNG3	1.23
KCNIP2	1.23
KHDRBS2	0.81
KIAA1217	0.81
KISS1R	1.23
KLF8	0.81
KPNA2	1.23
KPNA4	1.23
KSR2	0.81
LCT	0.81
LEF1	1.24
LEPR	0.81
LHCGR	0.8
LIN7B	1.23
LPAR6	1.23
LRRC3	1.23
LSM7	1.23
LTK	1.23
LUZP2	1.23
LZIC	1.23
MAP3K11	1.23
MAPK8IP1	0.81
MATR3	1.23
MBOAT7	1.23
MBTPS1	1.24
MCCC1	0.81
MDM2	1.23
MEIOC	1.23
MIEN1	1.23
MORF4L2	1.23
MTHFSD	1.23
MYCBP	1.23
NACC1	1.23
NCDN	1.23
NIT1	1.23
NIT2	1.23
NME6	1.23
NMRAL1	1.23
NOTCH2NLA	0.81
NPC1	0.81
NPIPB5	0.81
NRBP1	0.81
NUMA1	0.81
NXF2	1.27
NYNRIN	1.24
OR10A6	1.37
OR13C3	0.74
OR6K3	0.76
PCDHB14	1.23
PDE2A	0.81
PDE4B	0.81
PEX7	0.81
PIP5KL1	1.23
PJA2	1.23
PKP2	0.81
PLA2R1	0.81
PLPP7	1.23
PMFBP1	0.81
PRB2	1.24
PREPL	1.23
PRKCE	1.23
PRODH2	0.71
PSMD5	1.23
PTPN2	0.81
PURG	0.81
PWWP2A	1.23
RAB3B	1.23
RASIP1	0.81
RASSF4	0.81
RB1CC1	1.23
RETREG3	1.23
RGS5	1.23
RHOH	0.81
RNASE13	0.81
RNF141	1.23
RNPC3	0.81
ROPN1B	1.23
RPL3L	0.76
RPL41	1.23
RTF2	1.23
SARAF	1.23
SCAP	0.81
SCNN1A	0.81
SCRG1	1.23
SCYL2	1.23
SDF4	1.23
SELENBP1	1.23
SENP2	1.24
SETSIP	1.23
SHTN1	0.81
SIDT2	0.81
SLC25A17	1.23
SLC25A37	1.23
SLC25A41	1.23
SLC35E2A	0.81
SLC51B	1.24
SLCO4A1	0.81
SLIT3	0.81
SNAPC2	1.23
SNRPG	1.23
SOCS5	1.23
SOGA3	0.81
SOX15	1.23
SP9	1.25
SPDL1	1.23
SPRR2D	1.23
SRR	1.23
SUPT5H	0.81
SUSD2	0.81
SZRD1	1.23
TAP2	0.81
TBC1D3	0.76
TBC1D9B	1.23
TBX10	0.73
THSD7B	0.81
TIPARP	0.81
TLNRD1	1.23
TLR3	0.81
TMEM204	1.24
TMEM47	1.24
